,School Name,SA2,Latitude,Longitude,School Type
3927,Castlemaine North Primary School,202021027,-37.057835,144.218993,Primary
3928,Yarrambat Primary School,209031213,-37.6409513,145.132562,Primary
3929,Casterton Primary School,217011420,-37.586549,141.405196,Primary
3930,Nathalia Primary School,216021413,-36.057524,145.205888,Primary
3931,Chilwell Primary School,203021046,-38.155114,144.345381,Primary
3932,Greensborough Primary School,209011197,-37.703911,145.099391,Primary
3933,Teesdale Primary School,203011035,-38.02914334,144.05457522,Primary
3934,Cranbourne Primary School,212031300,-38.111648,145.289018,Primary
3935,Katamatite Primary School,216021412,-36.077354,145.685297,Primary
3936,Buangor Primary School,215011387,-37.364043,143.175019,Primary
3937,Leitchville Primary School,215031401,-35.909548,144.302091,Primary
3938,Whittlesea Primary School,209041225,-37.51426809,145.11404688,Primary
3939,Little Bendigo Primary School,201011003,-37.54309601,143.89511848,Primary
3940,Newington Primary School,201011002,-37.56601777,143.83121892,Primary
3941,Warragul Primary School,205011079,-38.156345,145.928145,Primary
3942,Kangaroo Ground Primary School,209031214,-37.691679,145.215321,Primary
3943,Traralgon South Primary School,205041094,-38.297401,146.540948,Primary
3944,Coleraine Primary School,217011423,-37.601842,141.684038,Primary
3945,Lake Charm Primary School,215031401,-35.606642,143.800225,Primary
3946,Ripplebrook Primary School,205011076,-38.203495,145.758488,Primary
3947,Numurkah Primary School,216021413,-36.09024,145.444996,Primary
3948,Moe (Albert Street) Primary School,205041095,-38.174709,146.264349,Primary
3949,Geelong South Primary School,203021039,-38.156945,144.358566,Primary
3950,Bayswater Primary School,211011251,-37.843305,145.259358,Primary
3951,Minyip Primary School,215011394,-36.462714,142.584105,Primary
3952,Mulgrave Primary School,212051325,-37.93273,145.197418,Primary
3953,Yarragon Primary School,205011078,-38.20946517,146.0612049,Primary
3954,Tyers Primary School,205041098,-38.149113,146.477545,Primary
3955,Trafalgar Primary School,205011078,-38.214764,146.15987,Primary
3956,Kinglake Primary School,209031211,-37.521567,145.356638,Primary
3957,Ellinbank Primary School,205011079,-38.240233,145.935631,Primary
3958,Tambo Upper Primary School,205021082,-37.766199,147.845203,Primary
3959,Baranduda Primary School,204031074,-36.180533,146.948115,Primary
3960,Tungamah Primary School,216021412,-36.161306,145.879472,Primary
3961,Bunyip Primary School,212011288,-38.09892269,145.71293205,Primary
3962,Gunbower Primary School,216011408,-35.954628,144.372318,Primary
3963,Nar Nar Goon Primary School,212011288,-38.08269,145.573432,Primary
3964,Toora Primary School,205031087,-38.664586,146.328426,Primary
3965,Montrose Primary School,211051280,-37.808793,145.34414199,Primary
3966,Koondrook Primary School,215031401,-35.634872,144.129868,Primary
3967,Katunga South Primary School,216021413,-36.018383,145.458941,Primary
3968,Magpie Primary School,201011005,-37.61578392,143.84296641,Primary
3969,Tawonga Primary School,204031069,-36.691398,147.143253,Primary
3970,Narracan Primary School,205011078,-38.261575,146.231626,Primary
3971,Drouin South Primary School,205011076,-38.170566,145.826818,Primary
3972,Eskdale Primary School,204031072,-36.46531769,147.25113547,Primary
3973,Darnum Primary School,205011079,-38.187727,145.999698,Primary
3974,Moorooduc Primary School,214021385,-38.248085,145.105166,Primary
3975,The Basin Primary School,211011449,-37.85,145.307,Primary
3976,Paynesville Primary School,205021086,-37.91128,147.714701,Primary
3977,Epsom Primary School,202011025,-36.705077,144.312938,Primary
3978,Kensington Primary School,206041121,-37.792704,144.927578,Primary
3979,Hazelwood North Primary School,205041094,-38.26797788,146.44759307,Primary
3980,Mirboo North Primary School,205031090,-38.400492,146.151092,Primary
3981,Yinnar Primary School,205041094,-38.321087,146.328907,Primary
3982,Neerim South Primary School,205011077,-38.01531,145.955358,Primary
3983,Ivanhoe Primary School,209011200,-37.766573,145.04298,Primary
3984,Portarlington Primary School,203031051,-38.115602,144.654699,Primary
3985,Menzies Creek Primary School,211051274,-37.91774273,145.39456596,Primary
3986,St Kilda Park Primary School,206051133,-37.858154,144.978016,Primary
3987,Labertouche Primary School,205011076,-38.037672,145.804945,Primary
3988,Diggers Rest Primary School,210041241,-37.622632,144.709232,Primary
3989,Longwarry Primary School,205011076,-38.1141,145.769135,Primary
3990,Gembrook Primary School,212011289,-37.95159773,145.54524181,Primary
3991,Wurruk Primary School,205051103,-38.106803,147.039947,Primary
3992,Willow Grove Primary School,205011077,-38.071392,146.17734,Primary
3993,Hoddles Creek Primary School,211051286,-37.8317285,145.5976639,Primary
3994,Beaconsfield Upper Primary School,212011289,-37.99569446,145.41514484,Primary
3995,Congupna Primary School,216031418,-36.299866,145.434275,Primary
3996,Redesdale Mia Mia Primary School,202021028,-37.019525,144.530885,Primary
3997,Malvern Primary School,208041194,-37.871592,145.038458,Primary
3998,Launching Place Primary School,211051286,-37.781758,145.570728,Primary
3999,Carlton Gardens Primary School,206041117,-37.802047,144.969512,Primary
4000,Ascot Vale Primary School,206031113,-37.774322,144.926119,Primary
4001,Boolarra Primary School,205041094,-38.382873,146.268869,Primary
4002,Rosebud Primary School,214021384,-38.355136,144.908971,Primary
4003,Koo Wee Rup Primary School,212011290,-38.19490111,145.49267159,Primary
4004,Armadale Primary School,206061135,-37.852186,145.017773,Primary
4005,Osborne Primary School,214021382,-38.256989,145.039951,Primary
4006,Somerville Primary School,214021385,-38.224016,145.179139,Primary
4007,Willaura Primary School,215011387,-37.54469,142.739458,Primary
4008,Echuca East Primary School,216011406,-36.134052,144.761108,Primary
4009,Lakes Entrance Primary School,205021084,-37.87599834,147.99427976,Primary
4010,Myrrhee Primary School,204021067,-36.738189,146.318249,Primary
4011,Longwood Primary School,204011055,-36.807932,145.422063,Primary
4012,Forrest Primary School,217031476,-38.516287,143.714415,Primary
4013,Fairfield Primary School,206021110,-37.777993,145.020401,Primary
4014,Nilma Primary School,205011079,-38.16587928,145.97414391,Primary
4015,Garfield Primary School,212011288,-38.0902567,145.6740808,Primary
4016,Yinnar South Primary School,205041094,-38.36891222,146.36481286,Primary
4017,Officer Primary School,212011287,-38.05831936,145.41023289,Primary
4018,Brunswick South Primary School,206011106,-37.778667,144.972408,Primary
4019,Orbost Primary School,205021085,-37.707908,148.457717,Primary
4020,Inverloch Primary School,205031093,-38.631199,145.728617,Primary
4021,Surrey Hills Primary School,207031167,-37.825534,145.100903,Primary
4022,Montague Continuing Education Centre,206051132,-37.830602,144.949738,Secondary
4023,Strathmerton Primary School,216021413,-35.92402,145.478843,Primary
4024,Laharum Primary School,215011389,-36.944932,142.322058,Primary
4025,Walwa Primary School,204031072,-35.964228,147.732148,Primary
4026,Middle Park Primary School,206051128,-37.847803,144.957512,Primary
4027,Seville Primary School,211051285,-37.77389139,145.4644066,Primary
4028,Yarraville West Primary School,213031352,-37.814751,144.885386,Primary
4029,Moreland Primary School,206011108,-37.755046,144.966478,Primary
4030,Tanjil South Primary School,205011077,-38.118867,146.252395,Primary
4031,Pomonal Primary School,215011387,-37.193443,142.608733,Primary
4032,Elsternwick Primary School,208011169,-37.891416,144.997293,Primary
4033,Glengarry Primary School,205041098,-38.127576,146.571338,Primary
4034,Carnegie Primary School,208021176,-37.890848,145.054855,Primary
4035,Lang Lang Primary School,212011290,-38.263013,145.569879,Primary
4036,Moonee Ponds West Primary School,206031116,-37.768284,144.909568,Primary
4037,Mitcham Primary School,211041270,-37.808462,145.192524,Primary
4038,Loch Primary School,205031089,-38.368623,145.70295,Primary
4039,Mildura Primary School,215021469,-34.194287,142.160493,Primary
4040,Blackburn Primary School,207031161,-37.816819,145.157204,Primary
4041,Newmerella Primary School,205021085,-37.735473,148.433995,Primary
4042,Port Melbourne Primary School,206051130,-37.835594,144.932938,Primary
4043,Auburn Primary School,207011152,-37.820256,145.050554,Primary
4044,Mentone Primary School,208031190,-37.982948,145.067971,Primary
4045,Princes Hill Primary School,206071140,-37.78136411,144.9675986,Primary
4046,Gruyere Primary School,211051285,-37.73408606,145.45038942,Primary
4047,Research Primary School,209031214,-37.70293978,145.18372867,Primary
4048,Pearcedale Primary School,212031308,-38.203012,145.231975,Primary
4049,Lindenow South Primary School,205021082,-37.826941,147.433901,Primary
4050,Thorpdale Primary School,205011078,-38.288457,146.178792,Primary
4051,St Albans Primary School,213011334,-37.738748,144.795769,Primary
4052,Leongatha Primary School,205031090,-38.47892754,145.95898226,Primary
4053,Jeparit Primary School,215011390,-36.141338,141.984051,Primary
4054,Toorak Primary School,206061138,-37.845076,145.009909,Primary
4055,Baxter Primary School,214021385,-38.199333,145.181425,Primary
4056,Fish Creek and District Primary School,205031087,-38.694749,146.084419,Primary
4057,Beaconsfield Primary School,212011287,-38.04881917,145.37154583,Primary
4058,Metung Primary School,205021084,-37.882955,147.852464,Primary
4059,Newhaven Primary School,205031091,-38.513155,145.356858,Primary
4060,Halls Gap Primary School,215011392,-37.137482,142.51743,Primary
4061,Tallygaroopna Primary School,216031418,-36.23853443,145.4365287,Primary
4062,Ormond Primary School,208021182,-37.90703627,145.03374946,Primary
4063,Korumburra Primary School,205031089,-38.435133,145.825636,Primary
4064,Crib Point Primary School,214021379,-38.360484,145.200539,Primary
4065,Pascoe Vale Primary School,210031239,-37.731221,144.93763,Primary
4066,Flowerdale Primary School,204011062,-37.316923,145.291361,Primary
4067,Ocean Grove Primary School,203031050,-38.263993,144.521852,Primary
4068,Beulah Primary School,215011394,-35.94506844,142.4184006,Primary
4069,Merri Creek Primary School,206071143,-37.77687318,144.98762764,Primary
4070,Sunshine Primary School,213011336,-37.790881,144.831101,Primary
4071,Tyabb Primary School,214021385,-38.260794,145.166617,Primary
4072,Wales Street Primary School,206021112,-37.76151,145.008833,Primary
4073,Upper Sandy Creek Primary School,204031075,-36.355178,147.112896,Primary
4074,Spensley Street Primary School,206071145,-37.786794,145.003879,Primary
4075,Kew East Primary School,207011154,-37.796473,145.049151,Primary
4076,Nichols Point Primary School,215021395,-34.2088,142.204635,Primary
4077,Irymple Primary School,215021395,-34.226535,142.159239,Primary
4078,Brunswick East Primary School,206011106,-37.764932,144.979582,Primary
4079,Eagle Point Primary School,205021086,-37.892449,147.680216,Primary
4080,Yarra Junction Primary School,211051286,-37.779029,145.60607975,Primary
4081,Sassafras Primary School,211051282,-37.8613,145.355,Primary
4082,Ferny Creek Primary School,211051282,-37.8842124,145.3347256,Primary
4083,Toolangi Primary School,209031211,-37.535374,145.472501,Primary
4084,Wonga Park Primary School,211021262,-37.730641,145.273999,Primary
4085,Kinglake West Primary School,209031211,-37.481303,145.259597,Primary
4086,Monbulk Primary School,211051279,-37.87685153,145.41026117,Primary
4087,Lake Boga Primary School,215031405,-35.464511,143.63207,Primary
4088,Chum Creek Primary School,211051276,-37.60595782,145.48924994,Primary
4089,Mount Dandenong Primary School,211051282,-37.83074276,145.36216601,Primary
4090,Nullawil Primary School,215031400,-35.852732,143.179119,Primary
4091,Badger Creek Primary School,211051276,-37.68005402,145.53276805,Primary
4092,Middle Kinglake Primary School,209031211,-37.505206,145.315679,Primary
4093,Point Lonsdale Primary School,203031052,-38.274154,144.621455,Primary
4094,Kongwak Primary School,205031089,-38.515106,145.712865,Primary
4095,Clarinda Primary School,212041309,-37.926973,145.102506,Primary
4096,Chelsea Heights Primary School,208031187,-38.044683,145.138991,Primary
4097,Wallington Primary School,203031050,-38.2178,144.506509,Primary
4098,Tecoma Primary School,211051284,-37.90695837,145.3449218,Primary
4099,Torquay P-6 College,203031053,-38.3219,144.313,Primary
4100,Emerald Primary School,212011289,-37.93338297,145.4424276,Primary
4101,Carrum Primary School,208031185,-38.078092,145.126499,Primary
4102,Nyora Primary School,205031089,-38.336244,145.674891,Primary
4103,Exford Primary School,213041357,-37.74549407,144.55877366,Primary
4104,Ultima Primary School,215031405,-35.476233,143.266171,Primary
4105,Mount Waverley Primary School,212051324,-37.880907,145.124091,Primary
4106,Marlo Primary School,205021085,-37.796269,148.535038,Primary
4107,Murrumbeena Primary School,208021181,-37.88617,145.070409,Primary
4108,Wesburn Primary School,211051286,-37.76869153,145.64706772,Primary
4109,Koorlong Primary School,215021398,-34.278056,142.08485,Primary
4110,Warranwood Primary School,211031265,-37.774347,145.246981,Primary
4111,Willowmavin Primary School,204011056,-37.259424,144.888229,Primary
4112,Olinda Primary School,211051282,-37.85477212,145.3660491,Primary
4113,Carlisle River Primary School,217031476,-38.563929,143.395026,Primary
4114,Spring Gully Primary School,202011021,-36.793403,144.284363,Primary
4115,Mallacoota P-12 College,205021085,-37.559427,149.754296,Combined
4116,Langwarrin Primary School,214011374,-38.160372,145.189632,Primary
4117,Cockatoo Primary School,212011289,-37.93929904,145.49620658,Primary
4118,Tyabb Railway Station Primary School,214021385,-38.262148,145.192835,Primary
4119,Belgrave South Primary School,211051274,-37.93047462,145.35885275,Primary
4120,Sydenham - Hillside Primary School,213011339,-37.70218173,144.76209611,Primary
4121,Sydenham - Hillside Primary School-Hillside Campus,213041355,-37.686532,144.736467,Primary
4122,Canterbury Primary School,207011155,-37.83105953,145.08371301,Primary
4123,The Lake Primary School,215021396,-34.205917,142.093145,Primary
4124,Grey Street Primary School (Traralgon),205041097,-38.193048,146.537121,Primary
4125,Brunswick North Primary School,206011107,-37.764679,144.949428,Primary
4126,Fawkner Primary School,210031237,-37.715887,144.973528,Primary
4127,Alphington Primary School,206071145,-37.783523,145.032006,Primary
4128,Bona Vista Primary School,205011079,-38.210521,145.95991,Primary
4129,Banyan Fields Primary School,214011370,-38.094766,145.187192,Primary
4130,Norris Bank Primary School,209041217,-37.6945118,145.04263406,Primary
4131,Macclesfield Primary School,211051279,-37.88979216,145.4753695,Primary
4132,Black Rock Primary School,208011173,-37.969869,145.021651,Primary
4133,Mount Evelyn Primary School,211051283,-37.79092979,145.38882244,Primary
